in s,C3 in V
-1.0801280E-03,2.92969E-03
-1.0801088E-03,2.92969E-03
-1.0800896E-03,-6.83594E-03
-1.0800704E-03,-6.83594E-03
-1.0800512E-03,2.92969E-03
-1.0800320E-03,2.24609E-02
-1.0800128E-03,1.26953E-02
-1.0799936E-03,2.92969E-03
-1.0799744E-03,-6.83594E-03
-1.0799552E-03,2.92969E-03
-1.0799360E-03,-6.83594E-03
-1.0799168E-03,-6.83594E-03
-1.0798976E-03,3.22266E-02
-1.0798784E-03,2.92969E-03
-1.0798592E-03,-6.83594E-03
-1.0798400E-03,2.92969E-03
-1.0798208E-03,2.92969E-03
-1.0798016E-03,-6.83594E-03
-1.0797824E-03,-6.83594E-03
-1.0797632E-03,-6.83594E-03
-1.0797440E-03,2.92969E-03
-1.0797248E-03,1.26953E-02
-1.0797056E-03,2.24609E-02
-1.0796864E-03,-6.83594E-03
-1.0796672E-03,-6.83594E-03
-1.0796480E-03,-6.83594E-03
-1.0796288E-03,1.26953E-02
-1.0796096E-03,3.22266E-02
-1.0795904E-03,-3.61328E-02
-1.0795712E-03,-6.83594E-03
-1.0795520E-03,2.24609E-02
-1.0795328E-03,-6.83594E-03
-1.0795136E-03,5.17578E-02
-1.0794944E-03,-6.83594E-03
-1.0794752E-03,2.92969E-03
-1.0794560E-03,-1.66016E-02
-1.0794368E-03,2.24609E-02
-1.0794176E-03,2.92969E-03
-1.0793984E-03,-6.83594E-03
-1.0793792E-03,2.92969E-03
-1.0793600E-03,-1.66016E-02
-1.0793408E-03,-1.66016E-02
-1.0793216E-03,4.19922E-02
-1.0793024E-03,-6.83594E-03
-1.0792832E-03,1.26953E-02
-1.0792640E-03,-6.83594E-03
-1.0792448E-03,1.26953E-02
-1.0792256E-03,3.22266E-02
-1.0792064E-03,2.92969E-03
-1.0791872E-03,1.26953E-02
-1.0791680E-03,-1.66016E-02
-1.0791488E-03,-6.83594E-03
-1.0791296E-03,-2.63672E-02
-1.0791104E-03,3.22266E-02
-1.0790912E-03,-1.66016E-02
-1.0790720E-03,-1.66016E-02
-1.0790528E-03,2.92969E-03
-1.0790336E-03,-2.63672E-02
-1.0790144E-03,-6.83594E-03
-1.0789952E-03,-6.83594E-03
-1.0789760E-03,2.92969E-03
-1.0789568E-03,-2.63672E-02
-1.0789376E-03,-6.83594E-03
-1.0789184E-03,-1.66016E-02
-1.0788992E-03,2.24609E-02
-1.0788800E-03,-6.83594E-03
-1.0788608E-03,-6.83594E-03
-1.0788416E-03,-1.66016E-02
-1.0788224E-03,2.92969E-03
-1.0788032E-03,1.26953E-02
-1.0787840E-03,-3.61328E-02
-1.0787648E-03,-6.83594E-03
-1.0787456E-03,2.92969E-03
-1.0787264E-03,1.26953E-02
-1.0787072E-03,3.22266E-02
-1.0786880E-03,2.92969E-03
-1.0786688E-03,-6.83594E-03
-1.0786496E-03,2.24609E-02
-1.0786304E-03,1.26953E-02
-1.0786112E-03,2.24609E-02
-1.0785920E-03,2.24609E-02
-1.0785728E-03,-6.83594E-03
-1.0785536E-03,1.26953E-02
-1.0785344E-03,2.24609E-02
-1.0785152E-03,-6.83594E-03
-1.0784960E-03,-3.61328E-02
-1.0784768E-03,-6.83594E-03
-1.0784576E-03,2.92969E-03
-1.0784384E-03,-6.83594E-03
-1.0784192E-03,1.26953E-02
-1.0784000E-03,-6.83594E-03
-1.0783808E-03,1.26953E-02
-1.0783616E-03,2.24609E-02
-1.0783424E-03,-1.66016E-02
-1.0783232E-03,2.92969E-03
-1.0783040E-03,-6.83594E-03
-1.0782848E-03,1.26953E-02
-1.0782656E-03,-6.83594E-03
-1.0782464E-03,-6.83594E-03
-1.0782272E-03,2.92969E-03
-1.0782080E-03,2.24609E-02
-1.0781888E-03,1.26953E-02
-1.0781696E-03,-6.83594E-03
-1.0781504E-03,-6.83594E-03
-1.0781312E-03,-6.83594E-03
-1.0781120E-03,2.92969E-03
-1.0780928E-03,-6.83594E-03
-1.0780736E-03,2.24609E-02
-1.0780544E-03,3.22266E-02
-1.0780352E-03,1.26953E-02
-1.0780160E-03,-6.83594E-03
-1.0779968E-03,4.19922E-02
-1.0779776E-03,-1.66016E-02
-1.0779584E-03,1.26953E-02
-1.0779392E-03,-6.83594E-03
-1.0779200E-03,2.24609E-02
-1.0779008E-03,-6.83594E-03
-1.0778816E-03,-6.83594E-03
-1.0778624E-03,-2.63672E-02
-1.0778432E-03,3.22266E-02
-1.0778240E-03,2.92969E-03
-1.0778048E-03,-6.83594E-03
-1.0777856E-03,2.92969E-03
-1.0777664E-03,1.26953E-02
-1.0777472E-03,2.92969E-03
-1.0777280E-03,2.24609E-02
-1.0777088E-03,-6.83594E-03
-1.0776896E-03,-2.63672E-02
-1.0776704E-03,2.92969E-03
-1.0776512E-03,2.92969E-03
-1.0776320E-03,-6.83594E-03
-1.0776128E-03,-6.83594E-03
-1.0775936E-03,2.92969E-03
-1.0775744E-03,2.92969E-03
-1.0775552E-03,-6.83594E-03
-1.0775360E-03,-3.61328E-02
-1.0775168E-03,3.22266E-02
-1.0774976E-03,-1.66016E-02
-1.0774784E-03,1.26953E-02
-1.0774592E-03,-1.66016E-02
-1.0774400E-03,2.24609E-02
-1.0774208E-03,1.26953E-02
-1.0774016E-03,-6.83594E-03
-1.0773824E-03,-6.83594E-03
-1.0773632E-03,2.24609E-02
-1.0773440E-03,-6.83594E-03
-1.0773248E-03,-6.83594E-03
-1.0773056E-03,1.26953E-02
-1.0772864E-03,1.26953E-02
-1.0772672E-03,-6.83594E-03
-1.0772480E-03,1.26953E-02
-1.0772288E-03,2.92969E-03
-1.0772096E-03,1.26953E-02
-1.0771904E-03,1.26953E-02
-1.0771712E-03,-6.83594E-03
-1.0771520E-03,-6.83594E-03
-1.0771328E-03,2.92969E-03
-1.0771136E-03,2.92969E-03
-1.0770944E-03,-6.83594E-03
-1.0770752E-03,-6.83594E-03
-1.0770560E-03,-6.83594E-03
-1.0770368E-03,2.92969E-03
-1.0770176E-03,-3.61328E-02
-1.0769984E-03,3.22266E-02
-1.0769792E-03,-1.66016E-02
-1.0769600E-03,1.26953E-02
-1.0769408E-03,-6.83594E-03
-1.0769216E-03,1.26953E-02
-1.0769024E-03,2.24609E-02
-1.0768832E-03,1.26953E-02
-1.0768640E-03,-6.83594E-03
-1.0768448E-03,-6.83594E-03
-1.0768256E-03,1.26953E-02
-1.0768064E-03,-1.66016E-02
-1.0767872E-03,-3.61328E-02
-1.0767680E-03,2.92969E-03
-1.0767488E-03,-6.83594E-03
-1.0767296E-03,1.26953E-02
-1.0767104E-03,-1.66016E-02
-1.0766912E-03,2.92969E-03
-1.0766720E-03,-6.83594E-03
-1.0766528E-03,-6.83594E-03
-1.0766336E-03,1.26953E-02
-1.0766144E-03,1.26953E-02
-1.0765952E-03,-6.83594E-03
-1.0765760E-03,-1.66016E-02
-1.0765568E-03,2.92969E-03
-1.0765376E-03,2.24609E-02
-1.0765184E-03,-6.83594E-03
-1.0764992E-03,2.92969E-03
-1.0764800E-03,-1.66016E-02
-1.0764608E-03,3.22266E-02
-1.0764416E-03,1.26953E-02
-1.0764224E-03,-6.83594E-03
-1.0764032E-03,1.26953E-02
-1.0763840E-03,2.92969E-03
-1.0763648E-03,2.24609E-02
-1.0763456E-03,1.26953E-02
-1.0763264E-03,-6.83594E-03
-1.0763072E-03,2.24609E-02
-1.0762880E-03,2.92969E-03
-1.0762688E-03,-1.66016E-02
-1.0762496E-03,-6.83594E-03
-1.0762304E-03,1.26953E-02
-1.0762112E-03,-6.83594E-03
-1.0761920E-03,2.92969E-03
-1.0761728E-03,-1.66016E-02
-1.0761536E-03,-6.83594E-03
-1.0761344E-03,-2.63672E-02
-1.0761152E-03,2.92969E-03
-1.0760960E-03,2.24609E-02
-1.0760768E-03,-6.83594E-03
-1.0760576E-03,-2.63672E-02
-1.0760384E-03,-6.83594E-03
-1.0760192E-03,-6.83594E-03
-1.0760000E-03,-1.66016E-02
-1.0759808E-03,3.22266E-02
-1.0759616E-03,-6.83594E-03
-1.0759424E-03,2.24609E-02
