in s,C1 in V
-1.1421552E-03,2.24609E-02
-1.1421368E-03,-6.83594E-03
-1.1421184E-03,2.24609E-02
-1.1421000E-03,5.17578E-02
-1.1420816E-03,1.26953E-02
-1.1420632E-03,2.24609E-02
-1.1420448E-03,2.92969E-03
-1.1420264E-03,2.92969E-03
-1.1420080E-03,1.26953E-02
-1.1419896E-03,1.26953E-02
-1.1419712E-03,-6.83594E-03
-1.1419528E-03,-3.61328E-02
-1.1419344E-03,1.26953E-02
-1.1419160E-03,2.92969E-03
-1.1418976E-03,-6.83594E-03
-1.1418792E-03,2.92969E-03
-1.1418608E-03,3.22266E-02
-1.1418424E-03,3.22266E-02
-1.1418240E-03,1.26953E-02
-1.1418056E-03,1.26953E-02
-1.1417872E-03,2.92969E-03
-1.1417688E-03,2.92969E-03
-1.1417504E-03,3.22266E-02
-1.1417320E-03,3.22266E-02
-1.1417136E-03,2.92969E-03
-1.1416952E-03,3.22266E-02
-1.1416768E-03,2.24609E-02
-1.1416584E-03,2.24609E-02
-1.1416400E-03,-6.83594E-03
-1.1416216E-03,2.92969E-03
-1.1416032E-03,2.24609E-02
-1.1415848E-03,-6.83594E-03
-1.1415664E-03,2.92969E-03
-1.1415480E-03,2.24609E-02
-1.1415296E-03,2.24609E-02
-1.1415112E-03,2.24609E-02
-1.1414928E-03,2.92969E-03
-1.1414744E-03,2.92969E-03
-1.1414560E-03,1.26953E-02
-1.1414376E-03,2.92969E-03
-1.1414192E-03,2.92969E-03
-1.1414008E-03,2.92969E-03
-1.1413824E-03,2.24609E-02
-1.1413640E-03,3.22266E-02
-1.1413456E-03,2.24609E-02
-1.1413272E-03,2.24609E-02
-1.1413088E-03,2.92969E-03
-1.1412904E-03,-6.83594E-03
-1.1412720E-03,-1.66016E-02
-1.1412536E-03,3.22266E-02
-1.1412352E-03,1.26953E-02
-1.1412168E-03,3.22266E-02
-1.1411984E-03,3.22266E-02
-1.1411800E-03,1.26953E-02
-1.1411616E-03,1.26953E-02
-1.1411432E-03,2.24609E-02
-1.1411248E-03,2.92969E-03
-1.1411064E-03,-6.83594E-03
-1.1410880E-03,-6.83594E-03
-1.1410696E-03,1.26953E-02
-1.1410512E-03,-1.66016E-02
-1.1410328E-03,2.92969E-03
-1.1410144E-03,4.19922E-02
-1.1409960E-03,-6.83594E-03
-1.1409776E-03,1.26953E-02
-1.1409592E-03,2.24609E-02
-1.1409408E-03,-6.83594E-03
-1.1409224E-03,2.92969E-03
-1.1409040E-03,4.19922E-02
-1.1408856E-03,-6.83594E-03
-1.1408672E-03,-2.63672E-02
-1.1408488E-03,-3.61328E-02
-1.1408304E-03,1.26953E-02
-1.1408120E-03,1.26953E-02
-1.1407936E-03,2.24609E-02
-1.1407752E-03,-6.83594E-03
-1.1407568E-03,-2.63672E-02
